Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10777,MotoGP 2,XB,2003.0,Racing,THQ,0.07,0.02,0.0,0.0,0.1
661,WCW/nWo Revenge,N64,1998.0,Fighting,THQ,1.94,0.39,0.03,0.02,2.38
94,Call of Duty: Advanced Warfare,PS4,2014.0,Shooter,Activision,2.8,3.3,0.14,1.37,7.6
11922,Karaoke Revolution Party,GC,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07
4811,The Incredibles: Rise of the Underminer,GBA,2005.0,Action,THQ,0.29,0.11,0.0,0.01,0.4
96,Crash Bandicoot 2: Cortex Strikes Back,PS,1997.0,Platform,Sony Computer Entertainment,3.78,2.17,1.31,0.31,7.58
6737,Dood's Big Adventure,Wii,2010.0,Platform,THQ,0.22,0.01,0.0,0.02,0.25
11272,IHRA Drag Racing: Sportsman Edition,PS2,2006.0,Racing,Bethesda Softworks,0.04,0.03,0.0,0.01,0.08
14794,Runabout 3: Neo Age,PS2,2002.0,Racing,BAM! Entertainment,0.0,0.0,0.03,0.0,0.03
2111,Mario Party Advance,GBA,2005.0,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98
14446,Dancing Blade II: Tears of Eden,PS,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
908,LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,LucasArts,1.08,0.66,0.0,0.17,1.91
5349,Pirates of the Caribbean: At World's End,DS,2007.0,Action,Disney Interactive Studios,0.3,0.01,0.01,0.03,0.35
5069,EyeToy Play 2,PS2,2004.0,Misc,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.38
10961,Return Fire,PS,1996.0,Strategy,Time Warner Interactive,0.05,0.03,0.0,0.01,0.09
12608,Crazy Chicken: Pharaoh's Treasure,DS,2007.0,Puzzle,Phenomedia,0.05,0.0,0.0,0.0,0.06
9587,Surf Riders,PS,1999.0,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13
5532,My Baby: First Steps,DS,2009.0,Simulation,SouthPeak Games,0.28,0.03,0.0,0.02,0.33
6252,Castlevania: Aria of Sorrow,GBA,2003.0,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28
9225,Doukyuusei,TG16,1995.0,Adventure,NEC,0.0,0.0,0.14,0.0,0.14
1787,Brave Fencer Musashi,PS,1998.0,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14
5442,Operation Flashpoint: Red River,PS3,2011.0,Shooter,Codemasters,0.06,0.15,0.07,0.05,0.33
12567,World Soccer Winning Eleven 9 (US sales),PSP,2005.0,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
14168,MotoGP,PSP,2006.0,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03
3092,Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66
4608,NiGHTS: Journey of Dreams,Wii,2007.0,Platform,Sega,0.33,0.03,0.04,0.03,0.42
8229,Mark Davis Pro Bass Challenge,PS2,2002.0,Sports,Natsume,0.09,0.07,0.0,0.02,0.17
208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98
15280,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
13197,Classic Dungeon X2,PSP,2011.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05
15789,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009.0,Role-Playing,Gust,0.0,0.0,0.02,0.0,0.02
11384,God Eater Resurrection,PS4,2015.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
7640,Hot Wheels: Track Attack,Wii,2010.0,Racing,THQ,0.15,0.04,0.0,0.01,0.2
5838,Stranglehold,PS3,2007.0,Shooter,Midway Games,0.24,0.03,0.0,0.03,0.3
13004,Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
10181,Alvin and the Chipmunks: Chipwrecked,DS,2011.0,Misc,505 Games,0.07,0.03,0.0,0.01,0.11
6759,Butt Ugly Martians: B.K.M. Battles,GBA,2002.0,Action,Vivendi Games,0.18,0.07,0.0,0.0,0.25
2712,Deer Drive,Wii,2009.0,Sports,Big Ben Interactive,0.67,0.04,0.0,0.05,0.76
2578,Goldeneye 007: Reloaded,PS3,2011.0,Shooter,Activision,0.33,0.35,0.0,0.13,0.8
14002,Smashing Drive,XB,2002.0,Racing,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
10842,Pac-Man World 3,GC,2005.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
8274,Watchmen: The End is Nigh - The Complete Experience,PS3,2009.0,Action,Warner Bros. Interactive Entertainment,0.08,0.07,0.0,0.02,0.17
2732,Spectrobes,DS,2007.0,Role-Playing,Disney Interactive Studios,0.67,0.03,0.0,0.06,0.75
14743,Kiniro no Corda 2 f Encore,PSP,2009.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
10970,Kawasaki Quad Bikes,Wii,2007.0,Racing,Data Design Interactive,0.07,0.01,0.0,0.01,0.09
3128,Star Ocean: First Departure,PSP,2007.0,Role-Playing,Square Enix,0.2,0.14,0.22,0.09,0.65
10446,Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1
4054,Backyard Baseball,PS2,2004.0,Sports,Atari,0.24,0.19,0.0,0.06,0.49
12348,Bubble Bobble also featuring Rainbow Islands,PS,1995.0,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06
10377,Final Fantasy XII International Zodiac Job System,PS2,2007.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11
2372,Tekken Tag Tournament 2,PS3,2012.0,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88
8178,Driver: San Francisco,Wii,2011.0,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.18
3974,Boogie,Wii,2007.0,Misc,Electronic Arts,0.43,0.03,0.0,0.04,0.5
13270,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12960,Toy Soldiers: War Chest,XOne,2015.0,Action,Ubisoft,0.05,0.0,0.0,0.01,0.05
4072,Asphalt 3D,3DS,2011.0,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49
14379,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007.0,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03
5569,Dr. Mario / Puzzle League,GBA,2005.0,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33
6020,Ford Mustang: The Legend Lives,PS2,2005.0,Racing,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29
11763,Again,DS,2009.0,Adventure,Ackkstudios,0.07,0.0,0.0,0.0,0.07
2191,WWE SmackDown vs. Raw 2009,PS3,2008.0,Fighting,THQ,0.51,0.31,0.01,0.13,0.95
13641,Amnesia,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
16191,Toro to Morimori,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01
2570,Moto Racer,PS,1997.0,Racing,Electronic Arts,0.45,0.3,0.0,0.05,0.8
1250,NBA Live 98,PS,1997.0,Sports,Electronic Arts,1.41,0.06,0.0,0.04,1.51
5686,Shrek the Third,PSP,2007.0,Action,Activision,0.08,0.15,0.0,0.09,0.32
8586,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.04,0.16
2482,WWE SmackDown vs. Raw 2009,Wii,2008.0,Fighting,THQ,0.44,0.31,0.0,0.08,0.83
7922,College Slam,PS,1995.0,Sports,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.19
7547,Deal or No Deal: The Banker is Back!,DS,2008.0,Misc,Mindscape,0.0,0.2,0.0,0.0,0.2
8094,Tokyo Xtreme Racer DRIFT,PS2,2003.0,Racing,Genki,0.09,0.07,0.0,0.02,0.18
9431,SpongeBob's Surf & Skate Roadtrip,DS,2011.0,Action,THQ,0.11,0.02,0.0,0.01,0.13
8000,Fight Club,PS2,2004.0,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18
11052,Batman Beyond: Return of the Joker,N64,2000.0,Action,Ubisoft,0.07,0.02,0.0,0.0,0.09
10341,Paws & Claws: Pet Resort,Wii,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01,0.11
7269,Hasbro Family Game Night,DS,2009.0,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22
16490,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,2010.0,Misc,Dorart,0.0,0.0,0.01,0.0,0.01
7822,NBA Live 14,XOne,2013.0,Sports,Electronic Arts,0.16,0.02,0.0,0.01,0.19
9106,Pirates: The Legend of Black Kat,PS2,2002.0,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14
13805,Pure Pinball,XB,2004.0,Misc,XS Games,0.03,0.01,0.0,0.0,0.04
11976,Harry Potter and the Sorcerer's Stone,XB,2003.0,Action,Electronic Arts,0.05,0.02,0.0,0.0,0.07
7607,No More Heroes: Heroes' Paradise,PS3,2010.0,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.2
929,Turok 2: Seeds of Evil,N64,1997.0,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86
9130,World Tour Soccer 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
11599,FabStyle,DS,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
255,Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34
12171,Rapala Pro Bass Fishing 2010,PSP,2010.0,Sports,Activision,0.06,0.0,0.0,0.01,0.07
2124,Pro Evolution Soccer 2014,PS3,2013.0,Action,Konami Digital Entertainment,0.03,0.43,0.51,0.01,0.98
3971,WWE 2K16,X360,2015.0,Sports,Take-Two Interactive,0.27,0.19,0.0,0.04,0.5
1135,Rock Band,PS3,,Misc,Electronic Arts,0.99,0.41,0.0,0.22,1.62
8720,Courier Crisis,PS,1997.0,Racing,BMG Interactive Entertainment,0.09,0.06,0.0,0.01,0.15
15999,Captain Morgane and the Golden Turtle,Wii,2012.0,Adventure,Reef Entertainment,0.0,0.01,0.0,0.0,0.01
8365,Fuzion Frenzy 2,X360,2007.0,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17
9344,NHL 2K8,X360,2007.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13
3443,The Conduit,Wii,2009.0,Shooter,Sega,0.29,0.23,0.0,0.06,0.58
1757,Medal of Honor Heroes 2,PSP,2007.0,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16
386,Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
5859,Cart World Series,PS,1997.0,Racing,Sony Computer Entertainment,0.17,0.11,0.0,0.02,0.3
905,Star Wars: The Force Unleashed,Wii,2008.0,Action,LucasArts,1.14,0.57,0.0,0.19,1.91
812,UFC 2009 Undisputed,X360,2009.0,Fighting,THQ,1.48,0.39,0.0,0.19,2.07
5203,Big Bass World Championship,PS,1997.0,Sports,Starfish,0.2,0.14,0.0,0.02,0.36
3368,BeatMania Append 3rdMix,PS,1998.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.56,0.04,0.6
9215,Ben 10 Galactic Racing,DS,2011.0,Racing,D3Publisher,0.1,0.03,0.0,0.01,0.14
3169,Gravity Rush,PSV,2012.0,Action,Sony Computer Entertainment,0.26,0.2,0.09,0.1,0.64
4478,Devil May Cry HD Collection,X360,2012.0,Action,Capcom,0.28,0.11,0.01,0.03,0.44
8927,The Walking Dead: Season Two,PSV,2014.0,Adventure,Telltale Games,0.1,0.0,0.01,0.03,0.15
5186,LocoRoco 2,PSP,2008.0,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36
4458,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005.0,Misc,THQ,0.34,0.09,0.0,0.01,0.44
15173,Dream Chronicles,DS,2010.0,Adventure,Zoo Games,0.02,0.0,0.0,0.0,0.02
3316,Major League Baseball 2K9,X360,2009.0,Sports,Spike,0.56,0.0,0.0,0.05,0.61
11179,Karaoke Revolution,XB,2004.0,Misc,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.09
7039,Last Window: The Secret of Cape West,DS,2010.0,Adventure,Nintendo,0.0,0.12,0.09,0.02,0.23
3545,Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,Activision,0.42,0.11,0.02,0.02,0.57
5668,Shin Momotarou Densetsu,SNES,1993.0,Role-Playing,Hudson Soft,0.0,0.0,0.32,0.0,0.32
11632,Ultimate Duck Hunting,Wii,2009.0,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08
13667,GRID,PC,,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04
10238,Transformers: Devastation,PS3,2015.0,Action,Activision,0.03,0.07,0.0,0.02,0.11
5706,MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011.0,Role-Playing,Capcom,0.0,0.0,0.31,0.0,0.31
9772,Curious George,PS2,2006.0,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12
5813,Bruce Lee: Quest of the Dragon,XB,2002.0,Fighting,Universal Interactive,0.23,0.07,0.0,0.01,0.31
10518,Dora's Cooking Club,DS,2010.0,Misc,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1
15699,Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
9217,Super Puzzle Fighter II Turbo,PS,1996.0,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
3428,Mega Man Anniversary Collection,PS2,2004.0,Platform,Capcom,0.29,0.22,0.0,0.08,0.59
12435,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005.0,Action,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
7550,State of Decay,XOne,2015.0,Strategy,Microsoft Game Studios,0.14,0.05,0.0,0.02,0.2
12391,Earth Defense Force 2017 Portable,PSV,2012.0,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06
9727,Guardian's Crusade,PS,1998.0,Role-Playing,Activision,0.07,0.05,0.0,0.01,0.12
14858,The King of Fighters: Maximum Impact - Maniax,XB,,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03
7956,Grand Slam Tennis 2,X360,2012.0,Sports,Electronic Arts,0.1,0.07,0.0,0.02,0.19
13773,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04
3410,Smurf: Rescue In Gargamel's Castle,2600,1981.0,Action,Coleco,0.55,0.03,0.0,0.01,0.59
4209,The Sims 3: Outdoor Living Stuff,PC,2011.0,Simulation,Electronic Arts,0.0,0.38,0.0,0.09,0.47
12496,Neon Genesis Evangelion,N64,1999.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
963,Sly 2: Band of Thieves,PS2,2004.0,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81
14997,Europa Universalis III Complete,PC,2008.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
8035,Borderlands,PC,2009.0,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18
16223,Dynasty Warriors: Eiketsuden,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
15797,Judge Dredd: Dredd Vs Death,XB,2003.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.02
1624,Vigilante 8,PS,1998.0,Racing,Activision,0.68,0.47,0.0,0.08,1.23
3474,Prince of Persia: The Two Thrones,XB,2005.0,Action,Ubisoft,0.33,0.22,0.0,0.03,0.58
10460,Ski-Doo Snowmobile Challenge,PS3,2009.0,Racing,PQube,0.1,0.0,0.0,0.01,0.1
1407,Persona 4: Golden,PSV,2012.0,Role-Playing,Atlus,0.46,0.34,0.38,0.21,1.38
1494,Fighting Force,PS,1997.0,Fighting,Eidos Interactive,0.73,0.5,0.0,0.09,1.32
16225,Carmageddon: Max Damage,XOne,2016.0,Action,Stainless Games,0.01,0.01,0.0,0.0,0.01
11711,Far Cry Instincts Evolution,XB,2006.0,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08
8084,Pro Yaky? Spirits 2011,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
4833,Atari Anthology,PS2,2004.0,Misc,Atari,0.33,0.01,0.0,0.05,0.4
11833,Commandos 2: Men of Courage,XB,2002.0,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07
2926,Hannah Montana: The Movie,DS,2009.0,Adventure,Disney Interactive Studios,0.38,0.25,0.0,0.07,0.7
1985,Sonic the Hedgehog,X360,2006.0,Platform,Sega,0.44,0.49,0.0,0.11,1.05
7121,AC/DC LIVE: Rock Band Track Pack,X360,2008.0,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23
1557,Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012.0,Role-Playing,Nintendo,0.44,0.3,0.47,0.06,1.27
12985,Pony Friends: Mini Breeds Edition,DS,2008.0,Simulation,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
1444,Alan Wake,X360,2010.0,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35
7866,Quake,N64,1998.0,Shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19
5627,Singularity,X360,,Shooter,Unknown,0.24,0.05,0.0,0.02,0.32
2212,NCAA Football 10,X360,2009.0,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94
1869,Untold Legends: Brotherhood of the Blade,PSP,2005.0,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.1
11749,Winter Sports 2: The Next Challenge,X360,2008.0,Sports,RTL,0.06,0.01,0.0,0.01,0.07
3177,Madden NFL 2001,N64,2000.0,Sports,Electronic Arts,0.6,0.03,0.0,0.01,0.64
10401,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11
14731,MySims,PC,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03
2699,Lost Planet 2,X360,2010.0,Shooter,Capcom,0.38,0.24,0.08,0.06,0.76
4620,Jikkyou Powerful Pro Yakyuu 11,PS2,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.42,0.0,0.42
962,Virtua Fighter 4,PS2,2002.0,Fighting,Sega,0.78,0.44,0.56,0.04,1.81
626,NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47
1336,Sonic Rivals,PSP,2006.0,Racing,Sega,0.73,0.42,0.0,0.28,1.44
6160,Godzilla: Domination!,GBA,2002.0,Fighting,Atari,0.2,0.07,0.0,0.01,0.28
7365,Tenchu: Return From Darkness,XB,2004.0,Action,Activision,0.16,0.05,0.0,0.01,0.21
4080,Harry Potter and the Order of the Phoenix,Wii,2007.0,Action,Electronic Arts,0.38,0.06,0.0,0.04,0.49
8978,Travel Games For Dummies,DS,2008.0,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.15
7434,Rumble Racing,PS2,2001.0,Racing,Electronic Arts,0.1,0.08,0.0,0.03,0.21
11105,Mad Dog McCree: Gunslinger Pack,Wii,2009.0,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
3024,Star Wars: Republic Commando,XB,2005.0,Shooter,Activision,0.48,0.17,0.0,0.02,0.67
11679,Quo Vadis,SAT,1995.0,Strategy,Glams,0.0,0.0,0.08,0.0,0.08
9815,Fat Princess: Fistful of Cake,PSP,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12
10052,Phantom Dust,XB,2004.0,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11
15032,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
14664,Kidou Senshi V Gundam,SNES,1994.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
3180,Donkey Kong Barrel Blast,Wii,2007.0,Racing,Nintendo,0.2,0.26,0.11,0.06,0.64
6533,Yakuza: Ishin,PS3,2014.0,Action,Sega,0.0,0.0,0.26,0.0,0.26
8122,World of Outlaws: Sprint Cars,X360,2010.0,Racing,THQ,0.17,0.0,0.0,0.01,0.18
7629,Shining Hearts,PSP,2010.0,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2
4710,BlazBlue: Continuum Shift,PS3,2010.0,Fighting,PQube,0.21,0.08,0.09,0.04,0.41
15637,Kimikare: New Semester,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
16462,Rugby World Cup 2015,PC,2015.0,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.01
14295,Monster Rancher Hop-A-Bout,PS,2000.0,Action,Tecmo Koei,0.02,0.01,0.0,0.0,0.03
16317,Really? Really! DS,DS,2009.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01
13336,Cabela's African Safari,PSP,2006.0,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05
6938,God Eater 2,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
5955,Thief (2014),X360,2014.0,Action,Square Enix,0.14,0.13,0.0,0.03,0.3
998,BioShock Infinite,PS3,2013.0,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76
8653,Nicktoons: MLB,Wii,2011.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16
3473,Tales of Phantasia,PS,1998.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.54,0.04,0.58
6792,Command & Conquer 3: Kane's Wrath,X360,2008.0,Strategy,Electronic Arts,0.16,0.06,0.0,0.02,0.24
9491,TRON: Evolution,PSP,2010.0,Action,Disney Interactive Studios,0.09,0.02,0.0,0.02,0.13
15291,Military History: Commander - Europe at War,PSP,2009.0,Strategy,Slitherine Software,0.0,0.01,0.0,0.01,0.02
10727,The Land Before Time: Great Valley Racing Adventure,PS,2001.0,Racing,TDK Mediactive,0.05,0.04,0.0,0.01,0.1
13307,Punch King,GBA,2002.0,Fighting,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05
1361,Sonic Generations,X360,2011.0,Platform,Sega,0.71,0.57,0.0,0.14,1.42
3303,Cabela's Monster Buck Hunter,Wii,2010.0,Sports,Activision,0.58,0.0,0.0,0.03,0.61
13516,The King of Fighters 2000,PS2,2002.0,Fighting,Playmore,0.0,0.0,0.04,0.0,0.04
5298,One Piece: Gigant Battle 2 Shin Sekai,DS,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.35,0.0,0.35
15016,Xenosaga I·II,DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
6893,Samurai Warriors 4,PS4,2014.0,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24
4842,Rocket Power: Dream Scheme,GBA,2001.0,Action,THQ,0.29,0.11,0.0,0.01,0.4
524,Imagine: Fashion Designer,DS,2007.0,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.81
11630,The Dukes of Hazzard: Return of the General Lee,XB,2004.0,Racing,Ubisoft,0.06,0.02,0.0,0.0,0.08
9436,Wantame Music Channel: Doko Demo Style,DS,2007.0,Misc,Capcom,0.0,0.0,0.13,0.0,0.13
11604,Agatha Christie: And Then There Were None,Wii,2008.0,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.08
572,Skylanders Giants,Wii,2012.0,Action,Activision,1.56,0.88,0.0,0.22,2.65
12404,Valentino Rossi: The Game,PS4,2016.0,Racing,Namco Bandai Games,0.01,0.05,0.0,0.01,0.06
14993,Bomberman Fantasy Race,PS,1998.0,Racing,Virgin Interactive,0.01,0.01,0.0,0.0,0.02
11855,River King: Mystic Valley (US sales),DS,2007.0,Sports,Rising Star Games,0.07,0.0,0.0,0.0,0.07
16561,Pro Evolution Soccer 2008,PC,2007.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
2340,CSI: Hard Evidence,Wii,2008.0,Adventure,Ubisoft,0.36,0.43,0.0,0.1,0.89
4495,Alpha Protocol,PS3,2010.0,Role-Playing,Sega,0.19,0.18,0.0,0.07,0.43
4468,Barbie: Groom and Glam Pups,DS,2010.0,Action,THQ,0.26,0.14,0.0,0.04,0.44
2570,Moto Racer,PS,1997.0,Racing,Electronic Arts,0.45,0.3,0.0,0.05,0.8
14886,Tank Beat,DS,2006.0,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.03
2258,Space Jam,PS,1996.0,Sports,Acclaim Entertainment,0.51,0.35,0.0,0.06,0.92
418,L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
5821,LEGO Legends of Chima: Laval's Journey,3DS,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31
9396,MLB 11: The Show,PS2,2011.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
14719,Pro Cast Sports Fishing,XB,2003.0,Sports,Capcom,0.02,0.01,0.0,0.0,0.03
12963,Air Conflicts: Aces of World War II,PSP,2009.0,Simulation,Graffiti,0.05,0.0,0.0,0.0,0.05
15395,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
7182,Battleborn,PS4,2016.0,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22
6207,UEFA Euro 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.0,0.21,0.03,0.03,0.28
15751,Just Cause,PC,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
3139,Spyro: A Hero's Tail,PS2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64
9503,Hitman 2: Silent Assassin,GC,2003.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
1680,SolarStriker,GB,1989.0,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2
8829,Build-A-Bear Workshop: Welcome to Hugsville,DS,2010.0,Misc,Game Factory,0.14,0.0,0.0,0.01,0.15
6572,Star Trek: The Game,PS3,2013.0,Action,Namco Bandai Games,0.1,0.11,0.0,0.05,0.26
8920,Capcom Classics Collection,XB,2005.0,Misc,Capcom,0.11,0.03,0.0,0.01,0.15
9139,Eternal Poison,PS2,2008.0,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14
15845,Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010.0,Misc,Alchemist,0.0,0.0,0.02,0.0,0.02
5285,Disney's Tarzan: Return to the Jungle,GBA,2002.0,Action,Activision,0.25,0.09,0.0,0.01,0.35
13224,Johnny Bazookatone,PS,1995.0,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05
15133,Twinkle * Crusaders GoGo!,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02
